TimeStamp,,,,TimeStamp,,Specification,Values_0,Unit,TimeStamp_30,,Values_30
16:12:29.487 -> Flow rate: 66.67 L/m,,,,12:29.5,->,Flow rate:,66.67,L/m,01:30.0,,61.67
16:12:29.580 -> Flow rate: 66.67 L/m,,,,12:29.6,->,Flow rate:,66.67,L/m,01:30.1,,61.67
16:12:29.674 -> Flow rate: 66.67 L/m,,,,12:29.7,->,Flow rate:,66.67,L/m,01:30.2,,61.67
16:12:29.768 -> Flow rate: 66.67 L/m,,,,12:29.8,->,Flow rate:,66.67,L/m,01:30.3,,61.67
16:12:29.909 -> Flow rate: 66.67 L/m,,,,12:29.9,->,Flow rate:,66.67,L/m,01:30.4,,61.67
16:12:30.002 -> Flow rate: 58.33 L/m,,,,12:30.0,->,Flow rate:,58.33,L/m,01:30.5,,53.33
16:12:30.096 -> Flow rate: 66.67 L/m,,,,12:30.1,->,Flow rate:,66.67,L/m,01:30.6,,61.67
16:12:30.190 -> Flow rate: 66.67 L/m,,,,12:30.2,->,Flow rate:,66.67,L/m,01:30.7,,61.67
16:12:30.284 -> Flow rate: 66.67 L/m,,,,12:30.3,->,Flow rate:,66.67,L/m,01:30.8,,61.67
16:12:30.378 -> Flow rate: 58.33 L/m,,,,12:30.4,->,Flow rate:,58.33,L/m,01:30.9,,53.33
16:12:30.472 -> Flow rate: 66.67 L/m,,,,12:30.5,->,Flow rate:,66.67,L/m,01:31.0,,61.67
16:12:30.613 -> Flow rate: 66.67 L/m,,,,12:30.6,->,Flow rate:,66.67,L/m,01:31.1,,61.67
16:12:30.707 -> Flow rate: 58.33 L/m,,,,12:30.7,->,Flow rate:,58.33,L/m,01:31.2,,53.33
16:12:30.801 -> Flow rate: 66.67 L/m,,,,12:30.8,->,Flow rate:,66.67,L/m,01:31.3,,61.67
16:12:30.894 -> Flow rate: 66.67 L/m,,,,12:30.9,->,Flow rate:,66.67,L/m,01:31.4,,61.67
16:12:30.988 -> Flow rate: 66.67 L/m,,,,12:31.0,->,Flow rate:,66.67,L/m,01:31.5,,61.67
16:12:31.082 -> Flow rate: 58.33 L/m,,,,12:31.1,->,Flow rate:,58.33,L/m,01:31.6,,53.33
16:12:31.175 -> Flow rate: 66.67 L/m,,,,12:31.2,->,Flow rate:,66.67,L/m,01:31.7,,61.67
16:12:31.269 -> Flow rate: 66.67 L/m,,,,12:31.3,->,Flow rate:,66.67,L/m,01:31.8,,61.67
16:12:31.410 -> Flow rate: 66.67 L/m,,,,12:31.4,->,Flow rate:,66.67,L/m,01:31.9,,61.67
16:12:31.504 -> Flow rate: 66.67 L/m,,,,12:31.5,->,Flow rate:,66.67,L/m,01:32.0,,61.67
16:12:31.597 -> Flow rate: 66.67 L/m,,,,12:31.6,->,Flow rate:,66.67,L/m,01:32.1,,61.67
16:12:31.691 -> Flow rate: 66.67 L/m,,,,12:31.7,->,Flow rate:,66.67,L/m,01:32.2,,61.67
16:12:31.785 -> Flow rate: 66.67 L/m,,,,12:31.8,->,Flow rate:,66.67,L/m,01:32.3,,61.67
16:12:31.878 -> Flow rate: 66.67 L/m,,,,12:31.9,->,Flow rate:,66.67,L/m,01:32.4,,61.67
16:12:31.972 -> Flow rate: 66.67 L/m,,,,12:32.0,->,Flow rate:,66.67,L/m,01:32.5,,61.67
16:12:32.066 -> Flow rate: 58.33 L/m,,,,12:32.1,->,Flow rate:,58.33,L/m,01:32.6,,53.33
16:12:32.207 -> Flow rate: 58.33 L/m,,,,12:32.2,->,Flow rate:,58.33,L/m,01:32.7,,53.33
16:12:32.301 -> Flow rate: 66.67 L/m,,,,12:32.3,->,Flow rate:,66.67,L/m,01:32.8,,61.67
16:12:32.394 -> Flow rate: 66.67 L/m,,,,12:32.4,->,Flow rate:,66.67,L/m,01:32.9,,61.67
16:12:32.488 -> Flow rate: 58.33 L/m,,,,12:32.5,->,Flow rate:,58.33,L/m,01:33.0,,53.33
16:12:32.582 -> Flow rate: 66.67 L/m,,,,12:32.6,->,Flow rate:,66.67,L/m,01:33.1,,61.67
16:12:32.676 -> Flow rate: 66.67 L/m,,,,12:32.7,->,Flow rate:,66.67,L/m,01:33.2,,61.67
16:12:32.769 -> Flow rate: 66.67 L/m,,,,12:32.8,->,Flow rate:,66.67,L/m,01:33.3,,61.67
16:12:32.910 -> Flow rate: 66.67 L/m,,,,12:32.9,->,Flow rate:,66.67,L/m,01:33.4,,61.67
16:12:33.004 -> Flow rate: 66.67 L/m,,,,12:33.0,->,Flow rate:,66.67,L/m,01:33.5,,61.67
16:12:33.098 -> Flow rate: 66.67 L/m,,,,12:33.1,->,Flow rate:,66.67,L/m,01:33.6,,61.67
16:12:33.192 -> Flow rate: 66.67 L/m,,,,12:33.2,->,Flow rate:,66.67,L/m,01:33.7,,61.67
16:12:33.286 -> Flow rate: 66.67 L/m,,,,12:33.3,->,Flow rate:,66.67,L/m,01:33.8,,61.67
16:12:33.379 -> Flow rate: 66.67 L/m,,,,12:33.4,->,Flow rate:,66.67,L/m,01:33.9,,61.67
16:12:33.473 -> Flow rate: 58.33 L/m,,,,12:33.5,->,Flow rate:,58.33,L/m,01:34.0,,53.33
16:12:33.567 -> Flow rate: 66.67 L/m,,,,12:33.6,->,Flow rate:,66.67,L/m,01:34.1,,61.67
16:12:33.708 -> Flow rate: 58.33 L/m,,,,12:33.7,->,Flow rate:,58.33,L/m,01:34.2,,53.33
16:12:33.801 -> Flow rate: 66.67 L/m,,,,12:33.8,->,Flow rate:,66.67,L/m,01:34.3,,61.67
16:12:33.895 -> Flow rate: 66.67 L/m,,,,12:33.9,->,Flow rate:,66.67,L/m,01:34.4,,61.67
16:12:33.989 -> Flow rate: 66.67 L/m,,,,12:34.0,->,Flow rate:,66.67,L/m,01:34.5,,61.67
16:12:34.083 -> Flow rate: 66.67 L/m,,,,12:34.1,->,Flow rate:,66.67,L/m,01:34.6,,61.67
16:12:34.176 -> Flow rate: 58.33 L/m,,,,12:34.2,->,Flow rate:,58.33,L/m,01:34.7,,53.33
16:12:34.270 -> Flow rate: 75.00 L/m,,,,12:34.3,->,Flow rate:,75,L/m,01:34.8,,70
16:12:34.411 -> Flow rate: 66.67 L/m,,,,12:34.4,->,Flow rate:,66.67,L/m,01:34.9,,61.67
16:12:34.505 -> Flow rate: 58.33 L/m,,,,12:34.5,->,Flow rate:,58.33,L/m,01:35.0,,53.33
16:12:34.599 -> Flow rate: 75.00 L/m,,,,12:34.6,->,Flow rate:,75,L/m,01:35.1,,70
16:12:34.692 -> Flow rate: 66.67 L/m,,,,12:34.7,->,Flow rate:,66.67,L/m,01:35.2,,61.67
16:12:34.786 -> Flow rate: 58.33 L/m,,,,12:34.8,->,Flow rate:,58.33,L/m,01:35.3,,53.33
16:12:34.880 -> Flow rate: 66.67 L/m,,,,12:34.9,->,Flow rate:,66.67,L/m,01:35.4,,61.67
16:12:34.974 -> Flow rate: 66.67 L/m,,,,12:35.0,->,Flow rate:,66.67,L/m,01:35.5,,61.67
16:12:35.068 -> Flow rate: 58.33 L/m,,,,12:35.1,->,Flow rate:,58.33,L/m,01:35.6,,53.33
16:12:35.208 -> Flow rate: 58.33 L/m,,,,12:35.2,->,Flow rate:,58.33,L/m,01:35.7,,53.33
16:12:35.302 -> Flow rate: 66.67 L/m,,,,12:35.3,->,Flow rate:,66.67,L/m,01:35.8,,61.67
16:12:35.396 -> Flow rate: 58.33 L/m,,,,12:35.4,->,Flow rate:,58.33,L/m,01:35.9,,53.33
16:12:35.489 -> Flow rate: 58.33 L/m,,,,12:35.5,->,Flow rate:,58.33,L/m,01:36.0,,53.33
16:12:35.583 -> Flow rate: 58.33 L/m,,,,12:35.6,->,Flow rate:,58.33,L/m,01:36.1,,53.33
16:12:35.678 -> Flow rate: 66.67 L/m,,,,12:35.7,->,Flow rate:,66.67,L/m,01:36.2,,61.67
16:12:35.771 -> Flow rate: 66.67 L/m,,,,12:35.8,->,Flow rate:,66.67,L/m,01:36.3,,61.67
16:12:35.865 -> Flow rate: 58.33 L/m,,,,12:35.9,->,Flow rate:,58.33,L/m,01:36.4,,53.33
16:12:36.005 -> Flow rate: 66.67 L/m,,,,12:36.0,->,Flow rate:,66.67,L/m,01:36.5,,61.67
16:12:36.099 -> Flow rate: 66.67 L/m,,,,12:36.1,->,Flow rate:,66.67,L/m,01:36.6,,61.67
16:12:36.193 -> Flow rate: 58.33 L/m,,,,12:36.2,->,Flow rate:,58.33,L/m,01:36.7,,53.33
16:12:36.287 -> Flow rate: 66.67 L/m,,,,12:36.3,->,Flow rate:,66.67,L/m,01:36.8,,61.67
16:12:36.381 -> Flow rate: 58.33 L/m,,,,12:36.4,->,Flow rate:,58.33,L/m,01:36.9,,53.33
16:12:36.474 -> Flow rate: 58.33 L/m,,,,12:36.5,->,Flow rate:,58.33,L/m,01:37.0,,53.33
16:12:36.568 -> Flow rate: 50.00 L/m,,,,12:36.6,->,Flow rate:,50,L/m,01:37.1,,45
16:12:36.709 -> Flow rate: 58.33 L/m,,,,12:36.7,->,Flow rate:,58.33,L/m,01:37.2,,53.33
16:12:36.803 -> Flow rate: 50.00 L/m,,,,12:36.8,->,Flow rate:,50,L/m,01:37.3,,45
16:12:36.896 -> Flow rate: 58.33 L/m,,,,12:36.9,->,Flow rate:,58.33,L/m,01:37.4,,53.33
16:12:36.990 -> Flow rate: 58.33 L/m,,,,12:37.0,->,Flow rate:,58.33,L/m,01:37.5,,53.33
16:12:37.084 -> Flow rate: 58.33 L/m,,,,12:37.1,->,Flow rate:,58.33,L/m,01:37.6,,53.33
16:12:37.178 -> Flow rate: 58.33 L/m,,,,12:37.2,->,Flow rate:,58.33,L/m,01:37.7,,53.33
16:12:37.272 -> Flow rate: 66.67 L/m,,,,12:37.3,->,Flow rate:,66.67,L/m,01:37.8,,61.67
16:12:37.366 -> Flow rate: 66.67 L/m,,,,12:37.4,->,Flow rate:,66.67,L/m,01:37.9,,61.67
16:12:37.506 -> Flow rate: 58.33 L/m,,,,12:37.5,->,Flow rate:,58.33,L/m,01:38.0,,53.33
16:12:37.600 -> Flow rate: 66.67 L/m,,,,12:37.6,->,Flow rate:,66.67,L/m,01:38.1,,61.67
16:12:37.694 -> Flow rate: 66.67 L/m,,,,12:37.7,->,Flow rate:,66.67,L/m,01:38.2,,61.67
16:12:37.787 -> Flow rate: 66.67 L/m,,,,12:37.8,->,Flow rate:,66.67,L/m,01:38.3,,61.67
16:12:37.881 -> Flow rate: 58.33 L/m,,,,12:37.9,->,Flow rate:,58.33,L/m,01:38.4,,53.33
16:12:37.975 -> Flow rate: 66.67 L/m,,,,12:38.0,->,Flow rate:,66.67,L/m,01:38.5,,61.67
16:12:38.069 -> Flow rate: 66.67 L/m,,,,12:38.1,->,Flow rate:,66.67,L/m,01:38.6,,61.67
16:12:38.209 -> Flow rate: 66.67 L/m,,,,12:38.2,->,Flow rate:,66.67,L/m,01:38.7,,61.67
16:12:38.303 -> Flow rate: 58.33 L/m,,,,12:38.3,->,Flow rate:,58.33,L/m,01:38.8,,53.33
16:12:38.397 -> Flow rate: 66.67 L/m,,,,12:38.4,->,Flow rate:,66.67,L/m,01:38.9,,61.67
16:12:38.491 -> Flow rate: 66.67 L/m,,,,12:38.5,->,Flow rate:,66.67,L/m,01:39.0,,61.67
16:12:38.585 -> Flow rate: 66.67 L/m,,,,12:38.6,->,Flow rate:,66.67,L/m,01:39.1,,61.67
16:12:38.678 -> Flow rate: 66.67 L/m,,,,12:38.7,->,Flow rate:,66.67,L/m,01:39.2,,61.67
16:12:38.772 -> Flow rate: 66.67 L/m,,,,12:38.8,->,Flow rate:,66.67,L/m,01:39.3,,61.67
16:12:38.866 -> Flow rate: 66.67 L/m,,,,12:38.9,->,Flow rate:,66.67,L/m,01:39.4,,61.67
16:12:39.007 -> Flow rate: 66.67 L/m,,,,12:39.0,->,Flow rate:,66.67,L/m,01:39.5,,61.67
16:12:39.100 -> Flow rate: 66.67 L/m,,,,12:39.1,->,Flow rate:,66.67,L/m,01:39.6,,61.67
16:12:39.194 -> Flow rate: 66.67 L/m,,,,12:39.2,->,Flow rate:,66.67,L/m,01:39.7,,61.67
16:12:39.288 -> Flow rate: 66.67 L/m,,,,12:39.3,->,Flow rate:,66.67,L/m,01:39.8,,61.67
16:12:39.382 -> Flow rate: 66.67 L/m,,,,12:39.4,->,Flow rate:,66.67,L/m,01:39.9,,61.67
16:12:39.475 -> Flow rate: 66.67 L/m,,,,12:39.5,->,Flow rate:,66.67,L/m,01:40.0,,61.67
16:12:39.569 -> Flow rate: 66.67 L/m,,,,12:39.6,->,Flow rate:,66.67,L/m,01:40.1,,61.67
16:12:39.710 -> Flow rate: 58.33 L/m,,,,12:39.7,->,Flow rate:,58.33,L/m,01:40.2,,53.33
16:12:39.804 -> Flow rate: 66.67 L/m,,,,12:39.8,->,Flow rate:,66.67,L/m,01:40.3,,61.67
16:12:39.898 -> Flow rate: 66.67 L/m,,,,12:39.9,->,Flow rate:,66.67,L/m,01:40.4,,61.67
16:12:39.992 -> Flow rate: 66.67 L/m,,,,12:40.0,->,Flow rate:,66.67,L/m,01:40.5,,61.67
16:12:40.085 -> Flow rate: 66.67 L/m,,,,12:40.1,->,Flow rate:,66.67,L/m,01:40.6,,61.67
16:12:40.179 -> Flow rate: 66.67 L/m,,,,12:40.2,->,Flow rate:,66.67,L/m,01:40.7,,61.67
16:12:40.273 -> Flow rate: 58.33 L/m,,,,12:40.3,->,Flow rate:,58.33,L/m,01:40.8,,53.33
16:12:40.367 -> Flow rate: 66.67 L/m,,,,12:40.4,->,Flow rate:,66.67,L/m,01:40.9,,61.67
16:12:40.507 -> Flow rate: 66.67 L/m,,,,12:40.5,->,Flow rate:,66.67,L/m,01:41.0,,61.67
16:12:40.601 -> Flow rate: 58.33 L/m,,,,12:40.6,->,Flow rate:,58.33,L/m,01:41.1,,53.33
16:12:40.695 -> Flow rate: 66.67 L/m,,,,12:40.7,->,Flow rate:,66.67,L/m,01:41.2,,61.67
16:12:40.788 -> Flow rate: 66.67 L/m,,,,12:40.8,->,Flow rate:,66.67,L/m,01:41.3,,61.67
16:12:40.882 -> Flow rate: 66.67 L/m,,,,12:40.9,->,Flow rate:,66.67,L/m,01:41.4,,61.67
16:12:40.976 -> Flow rate: 66.67 L/m,,,,12:41.0,->,Flow rate:,66.67,L/m,01:41.5,,61.67
16:12:41.070 -> Flow rate: 58.33 L/m,,,,12:41.1,->,Flow rate:,58.33,L/m,01:41.6,,53.33
16:12:41.211 -> Flow rate: 66.67 L/m,,,,12:41.2,->,Flow rate:,66.67,L/m,01:41.7,,61.67
16:12:41.305 -> Flow rate: 66.67 L/m,,,,12:41.3,->,Flow rate:,66.67,L/m,01:41.8,,61.67
16:12:41.398 -> Flow rate: 66.67 L/m,,,,12:41.4,->,Flow rate:,66.67,L/m,01:41.9,,61.67
16:12:41.492 -> Flow rate: 66.67 L/m,,,,12:41.5,->,Flow rate:,66.67,L/m,01:42.0,,61.67
16:12:41.586 -> Flow rate: 66.67 L/m,,,,12:41.6,->,Flow rate:,66.67,L/m,01:42.1,,61.67
16:12:41.680 -> Flow rate: 66.67 L/m,,,,12:41.7,->,Flow rate:,66.67,L/m,01:42.2,,61.67
16:12:41.773 -> Flow rate: 66.67 L/m,,,,12:41.8,->,Flow rate:,66.67,L/m,01:42.3,,61.67
16:12:41.867 -> Flow rate: 58.33 L/m,,,,12:41.9,->,Flow rate:,58.33,L/m,01:42.4,,53.33
16:12:42.008 -> Flow rate: 58.33 L/m,,,,12:42.0,->,Flow rate:,58.33,L/m,01:42.5,,53.33
16:12:42.102 -> Flow rate: 58.33 L/m,,,,12:42.1,->,Flow rate:,58.33,L/m,01:42.6,,53.33
16:12:42.196 -> Flow rate: 58.33 L/m,,,,12:42.2,->,Flow rate:,58.33,L/m,01:42.7,,53.33
16:12:42.290 -> Flow rate: 66.67 L/m,,,,12:42.3,->,Flow rate:,66.67,L/m,01:42.8,,61.67
16:12:42.384 -> Flow rate: 58.33 L/m,,,,12:42.4,->,Flow rate:,58.33,L/m,01:42.9,,53.33
16:12:42.477 -> Flow rate: 66.67 L/m,,,,12:42.5,->,Flow rate:,66.67,L/m,01:43.0,,61.67
16:12:42.572 -> Flow rate: 66.67 L/m,,,,12:42.6,->,Flow rate:,66.67,L/m,01:43.1,,61.67
16:12:42.666 -> Flow rate: 66.67 L/m,,,,12:42.7,->,Flow rate:,66.67,L/m,01:43.2,,61.67
16:12:42.806 -> Flow rate: 66.67 L/m,,,,12:42.8,->,Flow rate:,66.67,L/m,01:43.3,,61.67
16:12:42.900 -> Flow rate: 66.67 L/m,,,,12:42.9,->,Flow rate:,66.67,L/m,01:43.4,,61.67
16:12:42.994 -> Flow rate: 66.67 L/m,,,,12:43.0,->,Flow rate:,66.67,L/m,01:43.5,,61.67
16:12:43.088 -> Flow rate: 66.67 L/m,,,,12:43.1,->,Flow rate:,66.67,L/m,01:43.6,,61.67
16:12:43.181 -> Flow rate: 66.67 L/m,,,,12:43.2,->,Flow rate:,66.67,L/m,01:43.7,,61.67
16:12:43.275 -> Flow rate: 66.67 L/m,,,,12:43.3,->,Flow rate:,66.67,L/m,01:43.8,,61.67
16:12:43.369 -> Flow rate: 66.67 L/m,,,,12:43.4,->,Flow rate:,66.67,L/m,01:43.9,,61.67
16:12:43.509 -> Flow rate: 66.67 L/m,,,,12:43.5,->,Flow rate:,66.67,L/m,01:44.0,,61.67
16:12:43.603 -> Flow rate: 58.33 L/m,,,,12:43.6,->,Flow rate:,58.33,L/m,01:44.1,,53.33
16:12:43.697 -> Flow rate: 66.67 L/m,,,,12:43.7,->,Flow rate:,66.67,L/m,01:44.2,,61.67
16:12:43.791 -> Flow rate: 66.67 L/m,,,,12:43.8,->,Flow rate:,66.67,L/m,01:44.3,,61.67
16:12:43.885 -> Flow rate: 66.67 L/m,,,,12:43.9,->,Flow rate:,66.67,L/m,01:44.4,,61.67
16:12:43.978 -> Flow rate: 66.67 L/m,,,,12:44.0,->,Flow rate:,66.67,L/m,01:44.5,,61.67
16:12:44.072 -> Flow rate: 66.67 L/m,,,,12:44.1,->,Flow rate:,66.67,L/m,01:44.6,,61.67
16:12:44.166 -> Flow rate: 66.67 L/m,,,,12:44.2,->,Flow rate:,66.67,L/m,01:44.7,,61.67
16:12:44.307 -> Flow rate: 58.33 L/m,,,,12:44.3,->,Flow rate:,58.33,L/m,01:44.8,,53.33
16:12:44.400 -> Flow rate: 66.67 L/m,,,,12:44.4,->,Flow rate:,66.67,L/m,01:44.9,,61.67
16:12:44.494 -> Flow rate: 66.67 L/m,,,,12:44.5,->,Flow rate:,66.67,L/m,01:45.0,,61.67
16:12:44.588 -> Flow rate: 58.33 L/m,,,,12:44.6,->,Flow rate:,58.33,L/m,01:45.1,,53.33
16:12:44.682 -> Flow rate: 66.67 L/m,,,,12:44.7,->,Flow rate:,66.67,L/m,01:45.2,,61.67
16:12:44.775 -> Flow rate: 66.67 L/m,,,,12:44.8,->,Flow rate:,66.67,L/m,01:45.3,,61.67
16:12:44.869 -> Flow rate: 58.33 L/m,,,,12:44.9,->,Flow rate:,58.33,L/m,01:45.4,,53.33
16:12:45.010 -> Flow rate: 66.67 L/m,,,,12:45.0,->,Flow rate:,66.67,L/m,01:45.5,,61.67
16:12:45.104 -> Flow rate: 66.67 L/m,,,,12:45.1,->,Flow rate:,66.67,L/m,01:45.6,,61.67
16:12:45.197 -> Flow rate: 66.67 L/m,,,,12:45.2,->,Flow rate:,66.67,L/m,01:45.7,,61.67
16:12:45.292 -> Flow rate: 66.67 L/m,,,,12:45.3,->,Flow rate:,66.67,L/m,01:45.8,,61.67
16:12:45.385 -> Flow rate: 66.67 L/m,,,,12:45.4,->,Flow rate:,66.67,L/m,01:45.9,,61.67
16:12:45.479 -> Flow rate: 66.67 L/m,,,,12:45.5,->,Flow rate:,66.67,L/m,01:46.0,,61.67
16:12:45.573 -> Flow rate: 58.33 L/m,,,,12:45.6,->,Flow rate:,58.33,L/m,01:46.1,,53.33
16:12:45.667 -> Flow rate: 66.67 L/m,,,,12:45.7,->,Flow rate:,66.67,L/m,01:46.2,,61.67
16:12:45.807 -> Flow rate: 66.67 L/m,,,,12:45.8,->,Flow rate:,66.67,L/m,01:46.3,,61.67
16:12:45.901 -> Flow rate: 66.67 L/m,,,,12:45.9,->,Flow rate:,66.67,L/m,01:46.4,,61.67
16:12:45.995 -> Flow rate: 66.67 L/m,,,,12:46.0,->,Flow rate:,66.67,L/m,01:46.5,,61.67
16:12:46.089 -> Flow rate: 66.67 L/m,,,,12:46.1,->,Flow rate:,66.67,L/m,01:46.6,,61.67
16:12:46.182 -> Flow rate: 58.33 L/m,,,,12:46.2,->,Flow rate:,58.33,L/m,01:46.7,,53.33
16:12:46.276 -> Flow rate: 66.67 L/m,,,,12:46.3,->,Flow rate:,66.67,L/m,01:46.8,,61.67
16:12:46.370 -> Flow rate: 58.33 L/m,,,,12:46.4,->,Flow rate:,58.33,L/m,01:46.9,,53.33
16:12:46.464 -> Flow rate: 58.33 L/m,,,,12:46.5,->,Flow rate:,58.33,L/m,01:47.0,,53.33
16:12:46.604 -> Flow rate: 58.33 L/m,,,,12:46.6,->,Flow rate:,58.33,L/m,01:47.1,,53.33
16:12:46.699 -> Flow rate: 58.33 L/m,,,,12:46.7,->,Flow rate:,58.33,L/m,01:47.2,,53.33
16:12:46.792 -> Flow rate: 50.00 L/m,,,,12:46.8,->,Flow rate:,50,L/m,01:47.3,,45
16:12:46.886 -> Flow rate: 50.00 L/m,,,,12:46.9,->,Flow rate:,50,L/m,01:47.4,,45
16:12:46.980 -> Flow rate: 50.00 L/m,,,,12:47.0,->,Flow rate:,50,L/m,01:47.5,,45
16:12:47.074 -> Flow rate: 58.33 L/m,,,,12:47.1,->,Flow rate:,58.33,L/m,01:47.6,,53.33
16:12:47.168 -> Flow rate: 58.33 L/m,,,,12:47.2,->,Flow rate:,58.33,L/m,01:47.7,,53.33
16:12:47.309 -> Flow rate: 58.33 L/m,,,,12:47.3,->,Flow rate:,58.33,L/m,01:47.8,,53.33
16:12:47.402 -> Flow rate: 58.33 L/m,,,,12:47.4,->,Flow rate:,58.33,L/m,01:47.9,,53.33
16:12:47.496 -> Flow rate: 66.67 L/m,,,,12:47.5,->,Flow rate:,66.67,L/m,01:48.0,,61.67
16:12:47.590 -> Flow rate: 66.67 L/m,,,,12:47.6,->,Flow rate:,66.67,L/m,01:48.1,,61.67
16:12:47.683 -> Flow rate: 58.33 L/m,,,,12:47.7,->,Flow rate:,58.33,L/m,01:48.2,,53.33
16:12:47.777 -> Flow rate: 66.67 L/m,,,,12:47.8,->,Flow rate:,66.67,L/m,01:48.3,,61.67
16:12:47.871 -> Flow rate: 66.67 L/m,,,,12:47.9,->,Flow rate:,66.67,L/m,01:48.4,,61.67
16:12:48.012 -> Flow rate: 58.33 L/m,,,,12:48.0,->,Flow rate:,58.33,L/m,01:48.5,,53.33
16:12:48.106 -> Flow rate: 66.67 L/m,,,,12:48.1,->,Flow rate:,66.67,L/m,01:48.6,,61.67
16:12:48.200 -> Flow rate: 66.67 L/m,,,,12:48.2,->,Flow rate:,66.67,L/m,01:48.7,,61.67
16:12:48.293 -> Flow rate: 66.67 L/m,,,,12:48.3,->,Flow rate:,66.67,L/m,01:48.8,,61.67
16:12:48.387 -> Flow rate: 66.67 L/m,,,,12:48.4,->,Flow rate:,66.67,L/m,01:48.9,,61.67
16:12:48.481 -> Flow rate: 66.67 L/m,,,,12:48.5,->,Flow rate:,66.67,L/m,01:49.0,,61.67
16:12:48.575 -> Flow rate: 66.67 L/m,,,,12:48.6,->,Flow rate:,66.67,L/m,01:49.1,,61.67
16:12:48.668 -> Flow rate: 66.67 L/m,,,,12:48.7,->,Flow rate:,66.67,L/m,01:49.2,,61.67
16:12:48.809 -> Flow rate: 66.67 L/m,,,,12:48.8,->,Flow rate:,66.67,L/m,01:49.3,,61.67
16:12:48.903 -> Flow rate: 66.67 L/m,,,,12:48.9,->,Flow rate:,66.67,L/m,01:49.4,,61.67
16:12:48.997 -> Flow rate: 66.67 L/m,,,,12:49.0,->,Flow rate:,66.67,L/m,01:49.5,,61.67
16:12:49.091 -> Flow rate: 66.67 L/m,,,,12:49.1,->,Flow rate:,66.67,L/m,01:49.6,,61.67
16:12:49.184 -> Flow rate: 66.67 L/m,,,,12:49.2,->,Flow rate:,66.67,L/m,01:49.7,,61.67
16:12:49.278 -> Flow rate: 66.67 L/m,,,,12:49.3,->,Flow rate:,66.67,L/m,01:49.8,,61.67
16:12:49.372 -> Flow rate: 66.67 L/m,,,,12:49.4,->,Flow rate:,66.67,L/m,01:49.9,,61.67
16:12:49.466 -> Flow rate: 66.67 L/m,,,,12:49.5,->,Flow rate:,66.67,L/m,01:50.0,,61.67
16:12:49.606 -> Flow rate: 66.67 L/m,,,,12:49.6,->,Flow rate:,66.67,L/m,01:50.1,,61.67
16:12:49.700 -> Flow rate: 66.67 L/m,,,,12:49.7,->,Flow rate:,66.67,L/m,01:50.2,,61.67
16:12:49.794 -> Flow rate: 66.67 L/m,,,,12:49.8,->,Flow rate:,66.67,L/m,01:50.3,,61.67
16:12:49.888 -> Flow rate: 66.67 L/m,,,,12:49.9,->,Flow rate:,66.67,L/m,01:50.4,,61.67
16:12:49.981 -> Flow rate: 66.67 L/m,,,,12:50.0,->,Flow rate:,66.67,L/m,01:50.5,,61.67
16:12:50.075 -> Flow rate: 66.67 L/m,,,,12:50.1,->,Flow rate:,66.67,L/m,01:50.6,,61.67
16:12:50.169 -> Flow rate: 58.33 L/m,,,,12:50.2,->,Flow rate:,58.33,L/m,01:50.7,,53.33
16:12:50.310 -> Flow rate: 66.67 L/m,,,,12:50.3,->,Flow rate:,66.67,L/m,01:50.8,,61.67
16:12:50.403 -> Flow rate: 66.67 L/m,,,,12:50.4,->,Flow rate:,66.67,L/m,01:50.9,,61.67
16:12:50.497 -> Flow rate: 58.33 L/m,,,,12:50.5,->,Flow rate:,58.33,L/m,01:51.0,,53.33
16:12:50.591 -> Flow rate: 66.67 L/m,,,,12:50.6,->,Flow rate:,66.67,L/m,01:51.1,,61.67
16:12:50.685 -> Flow rate: 58.33 L/m,,,,12:50.7,->,Flow rate:,58.33,L/m,01:51.2,,53.33
16:12:50.779 -> Flow rate: 66.67 L/m,,,,12:50.8,->,Flow rate:,66.67,L/m,01:51.3,,61.67
16:12:50.872 -> Flow rate: 58.33 L/m,,,,12:50.9,->,Flow rate:,58.33,L/m,01:51.4,,53.33
16:12:51.013 -> Flow rate: 66.67 L/m,,,,12:51.0,->,Flow rate:,66.67,L/m,01:51.5,,61.67
16:12:51.107 -> Flow rate: 58.33 L/m,,,,12:51.1,->,Flow rate:,58.33,L/m,01:51.6,,53.33
16:12:51.201 -> Flow rate: 66.67 L/m,,,,12:51.2,->,Flow rate:,66.67,L/m,01:51.7,,61.67
16:12:51.294 -> Flow rate: 66.67 L/m,,,,12:51.3,->,Flow rate:,66.67,L/m,01:51.8,,61.67
16:12:51.388 -> Flow rate: 58.33 L/m,,,,12:51.4,->,Flow rate:,58.33,L/m,01:51.9,,53.33
16:12:51.482 -> Flow rate: 66.67 L/m,,,,12:51.5,->,Flow rate:,66.67,L/m,01:52.0,,61.67
16:12:51.576 -> Flow rate: 66.67 L/m,,,,12:51.6,->,Flow rate:,66.67,L/m,01:52.1,,61.67
16:12:51.669 -> Flow rate: 66.67 L/m,,,,12:51.7,->,Flow rate:,66.67,L/m,01:52.2,,61.67
16:12:51.810 -> Flow rate: 66.67 L/m,,,,12:51.8,->,Flow rate:,66.67,L/m,01:52.3,,61.67
16:12:51.904 -> Flow rate: 66.67 L/m,,,,12:51.9,->,Flow rate:,66.67,L/m,01:52.4,,61.67
