test,mean0,mean1,mean2,mean3,mean4,mean5,mean6,mean7,mean8,mean9,mean10,mean11,mean12,mean13,mean14,mean15,mean16,mean17,mean18,mean19
114,76.24202899,71.13142336,66.33056522,66.33056522,68.61782609,65.82809302,68.82027907,64.06514516,63.08569957,66.27412037,71.63449541,65.82248148,69.60538272,69.82939024,70.5722561,66.88832432,70.5722561,69.64639766,68.89703311,69.64639766
115,71.99130435,72.45656934,62.63243478,62.63243478,64.79217391,64.92455814,67.87567442,63.82170968,60.59106867,68.12024074,71.39053211,62.55944444,66.15481481,70.42892683,71.17817073,65.17113514,71.17817073,65.9984152,69.79997351,65.9984152
116,74.81086957,68.31262774,65.08545652,65.08545652,67.32978261,66.11153488,69.11660465,64.83741129,62.28526609,67.76298148,71.66311927,65.42883333,69.18911111,70.95509756,71.70993902,66.03924324,71.70993902,67.96209942,66.39109934,67.96209942
117,75.12826087,71.03572993,65.36158696,65.36158696,67.61543478,66.16576744,69.17330233,63.43401613,61.10581116,67.54769907,72.76844037,66.57218519,70.39817284,68.57643902,69.30597561,66.93232432,69.30597561,68.45381871,69.24919205,68.45381871
118,75.79710145,71.15291971,65.94347826,65.94347826,68.2173913,64.38274419,67.30923256,65.31214516,62.46480258,69.398875,70.28741284,63.13407407,66.76246914,70.11712195,70.86304878,67.43416216,70.86304878,67.26177193,68.55766887,67.26177193
119,72.23043478,72.62645985,62.84047826,62.84047826,65.0073913,66.43181395,69.45144186,62.84276613,61.88772103,66.48771759,71.84058716,64.83111111,68.55703704,71.95528049,72.7207622,61.73913514,72.7207622,67.89291813,69.15170861,67.89291813
120,74.72826087,68.10182482,65.01358696,65.01358696,67.25543478,66.32130233,69.33590698,64.89497581,61.58742489,67.99385185,71.07919266,65.1587037,68.90345679,67.83704878,68.55871951,64.50637838,68.55871951,68.06321053,67.37872848,68.06321053
121,74.88623188,71.73609489,65.15102174,65.15102174,67.3976087,64.21083721,67.12951163,63.25854839,62.97348927,67.67071759,71.75559633,65.29618519,69.04883951,70.52120732,71.27143293,66.47567568,71.27143293,67.89717544,68.67586755,67.89717544
122,76.3673913,70.86445255,66.43963043,66.43963043,68.73065217,65.64032558,68.62397674,64.32834677,60.82617597,67.49714352,72.33115596,64.20761111,67.8977037,70.65131707,71.40292683,65.9667027,71.40292683,67.17343275,70.77115232,67.17343275
123,71.89130435,72.41357664,62.54543478,62.54543478,64.70217391,67.14502326,70.19706977,63.58798387,62.25142489,69.41993981,70.54458716,65.38425926,69.14197531,69.4287439,70.16734756,66.61718919,70.16734756,68.49639181,66.43618543,68.49639181
124,74.65072464,68.11777372,64.94613043,64.94613043,67.18565217,63.34567442,66.22502326,64.87208871,60.97970815,66.47170833,72.1880367,65.66190741,69.43558025,70.16297561,70.90939024,65.90605405,70.90939024,68.12334503,68.68683444,68.12334503
125,74.89855072,71.95521898,65.16173913,65.16173913,67.40869565,66.23483721,69.24551163,63.77316129,62.65538197,67.95719907,70.656,62.56051852,66.15595062,70.16068293,70.90707317,67.46983784,70.90707317,67.02921637,68.79162914,67.02921637
126,76.75434783,70.58708029,66.77628261,66.77628261,69.07891304,67.37423256,70.43669767,64.027,61.54396567,67.806375,71.74766972,65.69627778,69.47192593,70.75047561,71.50314024,63.79048649,71.50314024,68.31332749,69.42892715,68.31332749
127,71.49130435,71.95937956,62.19743478,62.19743478,64.34217391,63.43265116,66.31595349,64.53120968,61.69464807,67.53800926,72.4747156,66.48733333,70.30844444,68.97536585,69.70914634,63.03178378,69.70914634,68.88753216,67.0594702,68.88753216
128,75.65434783,68.76058394,65.81928261,65.81928261,68.08891304,65.93297674,68.92993023,63.61676613,62.93893562,69.26995833,70.74759633,63.04224074,66.66535802,70.28334146,71.03103659,66.48043243,71.03103659,65.91114035,68.86169536,65.91114035
129,74.37826087,71.29992701,64.70908696,64.70908696,66.94043478,66.77460465,69.80981395,65.08119355,60.78342918,66.48856019,72.0466789,64.78814815,68.51160494,71.69334146,72.45603659,66.23783784,72.45603659,67.9652924,69.73904636,67.9652924
130,75.7,71.14113139,65.859,65.859,68.13,64.27939535,67.20118605,63.23600806,62.32160086,67.98668981,70.60183486,65.28007407,69.03180247,67.73502439,68.45560976,64.75848649,68.45560976,69.78209942,67.64498013,69.78209942
131,72.47173913,71.82624088,63.05041304,63.05041304,65.22456522,65.93297674,68.92993023,65.07044355,61.11578541,67.86240741,72.0039633,65.39285185,69.15106173,70.25410976,71.0014939,66.14151351,71.0014939,65.48487719,68.23597351,65.48487719
132,74.91304348,68.67459854,65.17434783,65.17434783,67.42173913,65.94525581,68.94276744,62.95512097,62.46836481,67.53000463,72.24836697,63.95037037,67.62567901,71.83434146,72.59853659,69.11091892,72.59853659,68.30481287,69.47888742,68.30481287
133,75.04710145,71.78463504,65.29097826,65.29097826,67.5423913,65.10209302,68.06127907,64.53814516,61.52330472,69.15494444,71.02150459,65.3515,69.10733333,68.49046341,69.21908537,63.36713514,69.21908537,69.47450877,69.63425166,69.47450877
134,75.30217391,71.0419708,65.5128913,65.5128913,67.77195652,65.54567442,68.52502326,63.18884677,61.6444206,66.53026852,71.87889908,65.74783333,69.52644444,70.25926829,71.00670732,63.70486486,71.00670732,66.06174269,66.09377483,66.06174269
135,72.50217391,71.63693431,63.0768913,63.0768913,65.25195652,65.62344186,68.60632558,64.57698387,63.19506009,68.0903287,70.58642202,62.73505556,66.34051852,70.17214634,70.91865854,65.27221622,70.91865854,67.80830409,69.28087417,67.80830409
136,75.23333333,68.78762774,65.453,65.453,67.71,66.15297674,69.15993023,64.01139516,60.66908155,67.64206944,72.05944954,65.39607407,69.15446914,70.7779878,71.53094512,66.30205405,71.53094512,68.54960819,69.21994702,68.54960819
137,75.1115942,71.54748175,65.34708696,65.34708696,67.60043478,64.87493023,67.8237907,64.20662903,62.46907725,67.77856944,72.14355963,66.40785185,70.22439506,69.26309756,69.99993902,65.19016216,69.99993902,67.48208772,68.67586755,67.48208772
138,75.29637681,71.22989051,65.50784783,65.50784783,67.76673913,66.04348837,69.04546512,64.14698387,60.77274249,69.00201389,70.91141284,63.394,67.03733333,70.55846341,71.30908537,66.82054054,71.30908537,67.59756725,67.30013245,67.59756725
139,72.91231884,71.71806569,63.43371739,63.43371739,65.62108696,65.83372093,68.82616279,63.8536129,62.64825751,66.50035648,72.46194495,64.83755556,68.56385185,71.08979268,71.84606707,67.27362162,71.84606707,68.02329825,69.2674702,68.02329825
140,74.55797101,68.94642336,64.86543478,64.86543478,67.10217391,64.856,67.804,64.82319355,61.63302146,68.14046296,70.13724771,64.96375926,68.69730864,67.67197561,68.39189024,65.72410811,68.39189024,67.87269591,70.21001325,67.87269591
141,75.82463768,71.12171533,65.96743478,65.96743478,68.24217391,66.15451163,69.16153488,63.47250806,61.77586695,67.66818981,72.25673394,65.44172222,69.20274074,70.82670732,71.58018293,62.76659459,71.58018293,67.45707602,66.43984106,67.45707602
142,74.67101449,71.88934307,64.96378261,64.96378261,67.20391304,66.50344186,69.52632558,65.25319355,62.85949785,67.74402315,71.83222018,63.87840741,67.54958025,71.92662195,72.69179878,63.95102703,72.69179878,67.89291813,68.66124503,67.89291813
143,73.1,70.89357664,63.597,63.597,65.79,63.93097674,66.83693023,62.8753629,60.83401288,69.24805093,70.96513761,65.58296296,69.35209877,67.88290244,68.60506098,66.99059459,68.60506098,68.78535673,68.86839735,68.78535673
144,74.94057971,69.5739781,65.19830435,65.19830435,67.44652174,65.64646512,68.63039535,64.90399194,62.80000858,66.1574213,72.80190826,65.92666667,69.71555556,70.56247561,71.31314024,65.72410811,71.31314024,66.55878363,69.19374834,66.55878363
145,75.29565217,70.87970803,65.50721739,65.50721739,67.76608696,67.13325581,70.18476744,63.27935484,60.65696996,68.24199537,69.61188991,62.54494444,66.13948148,70.35785366,71.10634146,66.90021622,71.10634146,68.73373684,67.67849007,68.73373684
146,74.58333333,72.06894161,64.8875,64.8875,67.125,63.62093023,66.5127907,64.32487903,62.48083262,67.66313426,72.72572477,65.33162963,69.08632099,69.66202439,70.40310976,65.89416216,70.40310976,68.6741345,68.77883444,68.6741345
147,73.49710145,70.82215328,63.94247826,63.94247826,66.1473913,65.97339535,68.97218605,63.52660484,61.63444635,67.63869907,71.616,66.54855556,70.37318519,69.61731707,70.35792683,67.73264865,70.35792683,66.16711111,70.29835762,66.16711111
148,74.93333333,69.43737226,65.192,65.192,67.44,67.33893023,70.3997907,64.83671774,61.68716738,69.35843056,71.01798165,63.16361111,66.7937037,70.5510122,71.30155488,62.8427027,71.30155488,67.81628655,66.68964238,67.81628655
149,75.70507246,71.07040146,65.86341304,65.86341304,68.13456522,63.51655814,66.40367442,63.85846774,62.70739056,66.24589352,72.77724771,64.96644444,68.70014815,70.79747561,71.55064024,63.23394595,71.55064024,69.59530994,68.55462252,69.59530994
150,73.34927536,71.64317518,63.81386957,63.81386957,66.01434783,65.91097674,68.90693023,63.97775806,61.16245064,68.13119444,69.76910092,64.99490741,68.73024691,69.00402439,69.73810976,66.04756757,69.73810976,65.73020468,68.7989404,65.73020468
151,73.8,70.91091241,64.206,64.206,66.42,66.64260465,69.67181395,64.50866935,62.86662232,67.65007407,72.39236697,65.4052037,69.16412346,69.87065854,70.61396341,67.11189189,70.61396341,68.26117544,70.04916556,68.26117544
152,74.7557971,69.38883212,65.03754348,65.03754348,67.28021739,64.64162791,67.57988372,63.63445161,60.55509013,67.87925926,71.44689908,63.80375926,67.47064198,72.14786585,72.91539634,65.11286486,72.91539634,69.56710526,66.00055629,69.56710526
153,76.96666667,71.44832117,66.961,66.961,69.27,65.79023256,68.78069767,65.10269355,62.20974678,69.23204167,71.47948624,65.38157407,69.1391358,67.54071951,68.2592378,66.01189189,68.2592378,66.0000117,69.24188079,66.0000117
154,72.40724638,71.50934307,62.99430435,62.99430435,65.16652174,65.96776744,68.96630233,63.23219355,61.6782618,66.16205556,72.75434862,66.3042037,70.11479012,70.73156098,71.48402439,68.61978378,71.48402439,67.92059064,69.368,67.92059064
155,74.59855072,70.24452555,64.90073913,64.90073913,67.13869565,64.95474419,67.90723256,65.05345161,62.01346781,68.04230093,69.82194495,62.59542593,66.1928642,70.59973171,71.35079268,63.71081081,71.35079268,68.50118129,68.04405298,68.50118129
156,74.63768116,70.37766423,64.93478261,64.93478261,67.17391304,65.64237209,68.62611628,62.97419355,62.2699485,67.87968056,72.13827523,65.03733333,68.77511111,69.4522439,70.19109756,63.54908108,70.19109756,67.16225731,68.59117881,67.16225731
157,76.59130435,70.97956204,66.63443478,66.63443478,68.93217391,65.58711628,68.56834884,64.56172581,61.3523176,67.75750463,71.39669725,66.39227778,70.20792593,70.28964634,71.03740854,64.92497297,71.03740854,67.75295906,68.94821192,67.75295906
158,72.51594203,72.21525547,63.08886957,63.08886957,65.26434783,66.1667907,69.17437209,63.08654839,62.91506867,69.25563426,71.26855046,63.62492593,67.28153086,70.0907561,70.83640244,66.50540541,70.83640244,67.94932749,69.69761589,67.94932749
159,74.24782609,69.51850365,64.5956087,64.5956087,66.82304348,64.79613953,67.7414186,64.68933871,60.633103,66.15236574,73.0106422,64.84077778,68.56725926,70.80492683,71.55817073,65.84421622,71.55817073,67.89823977,66.21745695,67.89823977
160,74.74202899,70.05244526,65.02556522,65.02556522,67.26782609,65.98567442,68.98502326,63.94654839,62.10252361,68.102125,70.01218349,65.03357407,68.7711358,68.92664634,69.65990854,65.33643243,69.65990854,67.3767193,69.26442384,67.3767193
161,76.48913043,71.15777372,66.54554348,66.54554348,68.84021739,66.13865116,69.14495349,64.23159677,61.69144206,67.69852315,72.09908257,65.3515,69.10733333,70.3160122,71.06405488,68.71610811,71.06405488,68.24201754,68.58021192,68.24201754
162,72.30144928,72.77762774,62.90226087,62.90226087,65.07130435,64.68051163,67.62053488,64.12132258,61.96965236,67.87209722,71.16726606,64.07388889,67.7562963,71.67729268,72.43981707,64.66454054,72.43981707,68.46020468,69.276,68.46020468
163,74.48043478,68.89094891,64.79797826,64.79797826,67.0323913,66.15553488,69.16260465,63.91325806,62.3821588,69.18527778,71.56051376,64.87998148,68.60871605,67.7407561,68.46140244,63.43016216,68.46140244,66.76792398,67.44635762,66.76792398
164,75.37101449,70.99967153,65.57278261,65.57278261,67.83391304,66.66869767,69.69909302,64.71326613,61.18311159,66.23114815,73.11853211,66.48787037,70.30901235,70.25296341,71.00033537,63.64183784,71.00033537,68.60867836,68.61981457,68.60867836
165,76.03043478,70.58291971,66.14647826,66.14647826,68.4273913,63.63013953,66.5224186,63.58971774,63.12417167,68.35869444,69.75500917,62.61959259,66.21841975,72.00457317,72.77057927,67.09167568,72.77057927,68.67094152,70.7522649,68.67094152
166,72.10724638,72.90383212,62.73330435,62.73330435,64.89652174,65.69865116,68.68495349,65.08882258,60.51697425,67.41625463,71.89915596,65.00994444,68.74614815,68.3752561,69.10265244,65.37091892,69.10265244,66.32197076,66.49223841,66.32197076
167,74.58913043,68.75226277,64.89254348,64.89254348,67.13021739,67.51851163,70.58753488,63.00193548,62.09967382,67.85482407,71.42179817,66.21774074,70.02335802,70.0632439,70.80859756,67.48291892,70.80859756,67.85247368,68.70206623,67.85247368
168,75.19637681,71.00383212,65.42084783,65.42084783,67.67673913,63.4004186,66.28225581,64.92618548,61.61307296,69.14019907,71.48168807,63.94714815,67.6222716,70.39167073,71.14051829,65.38162162,71.14051829,69.39894152,68.77030464,69.39894152
169,76.16376812,70.90467153,66.26247826,66.26247826,68.5473913,66.0752093,69.07862791,63.27137903,61.88059657,66.1801713,72.79750459,64.87246296,68.60076543,70.46732927,71.21698171,68.03351351,71.21698171,65.73765497,69.37409272,65.73765497
170,71.63550725,72.67291971,62.3228913,62.3228913,64.47195652,67.17418605,70.22755814,64.33493548,62.46337768,68.49519444,70.21783486,64.83701852,68.56328395,69.30264634,70.03990854,62.36464865,70.03990854,68.21860234,67.07835762,68.21860234
171,75.1442029,68.89510949,65.37545652,65.37545652,67.62978261,63.46181395,66.34644186,63.51516129,61.48198283,67.42131019,71.76044037,65.49005556,69.25385185,70.68284146,71.43478659,64.02,71.43478659,69.61925731,68.95003974,69.61925731
172,75.16304348,70.49693431,65.39184783,65.39184783,67.64673913,66.11255814,69.11767442,64.7351129,62.81781974,67.76171759,71.4292844,63.94768519,67.62283951,71.24340244,72.00131098,66.60886486,72.00131098,65.62696491,69.7615894,65.62696491
173,75.75652174,70.84572993,65.90817391,65.90817391,68.18086957,66.35455814,69.37067442,63.92019355,60.70862232,69.17390278,71.22759633,64.99544444,68.73081481,67.62497561,68.34439024,65.53264865,68.34439024,68.35802924,67.42929801,68.35802924
174,71.87681159,73.05846715,62.53282609,62.53282609,64.68913043,64.68306977,67.6232093,64.04260484,62.07153219,66.50456944,73.22730275,66.31762963,70.12898765,70.85020732,71.60393293,66.19264865,71.60393293,68.47297661,68.36209272,68.47297661
175,75.45144928,68.43120438,65.64276087,65.64276087,67.90630435,65.72934884,68.71704651,64.48370161,61.39185837,68.13372222,69.82590826,62.69155556,66.29451852,71.68245122,72.44503049,65.29718919,72.44503049,67.14150292,69.38749669,67.14150292
176,74.68115942,70.7049635,64.9726087,64.9726087,67.21304348,66.0347907,69.03637209,63.64866935,62.30093991,67.74823611,71.95992661,65.24785185,68.9977284,68.00040244,68.72381098,69.09308108,68.72381098,67.56084795,69.66166887,67.56084795
177,75.95507246,71.6639781,66.08091304,66.08091304,68.35956522,65.03046512,67.98639535,65.13251613,62.2592618,67.39139815,71.42972477,65.83483333,69.61844444,70.52235366,71.27259146,63.50151351,71.27259146,68.30215205,66.17237086,68.30215205
178,71.96811594,72.2769708,62.61226087,62.61226087,64.77130435,65.79790698,68.78872093,63.06470161,61.44778541,69.30197685,71.45658716,64.12866667,67.81422222,70.49369512,71.24362805,63.6787027,71.24362805,67.72102924,69.22847682,67.72102924
179,75.23405797,68.47350365,65.45363043,65.45363043,67.71065217,65.6004186,68.58225581,65.16545968,62.9432103,66.40261574,72.77416514,64.67698148,68.39404938,69.54509756,70.28493902,65.25437838,70.28493902,67.62364327,69.27965563,67.62364327
180,74.72826087,70.93171533,65.01358696,65.01358696,67.25543478,66.17906977,69.1872093,62.87328226,60.36949785,68.13456481,70.46047706,65.11735185,68.8597284,69.72793902,70.46972561,66.29016216,70.46972561,68.08822222,68.6234702,68.08822222
181,75.66449275,71.5010219,65.8281087,65.8281087,68.09804348,64.78795349,67.73286047,64.70182258,62.28099142,67.8181713,71.65607339,65.52174074,69.28735802,70.53267073,71.28301829,65.64086486,71.28301829,68.31918129,67.39517881,68.31918129
182,72.32173913,72.295,62.91991304,62.91991304,65.08956522,65.90330233,68.89890698,63.03557258,61.32061373,67.56918519,71.29144954,63.75166667,67.41555556,70.69373171,71.44579268,65.91081081,71.44579268,67.04730994,69.15292715,67.04730994
183,75.53405797,68.51649635,65.71463043,65.71463043,67.98065217,65.98362791,68.98288372,64.73962097,62.23147639,69.17685185,71.60102752,65.17051852,68.91595062,68.67043902,69.40097561,68.76010811,69.40097561,68.48308772,70.31237086,68.48308772
184,74.74347826,71.17580292,65.02682609,65.02682609,67.26913043,64.71888372,67.66065116,63.89834677,62.31412017,66.36975463,72.82436697,66.1387963,69.93987654,70.23118293,70.97832317,63.97362162,70.97832317,68.21061988,66.42460927,68.21061988
185,75.39130435,71.04682482,65.59043478,65.59043478,67.85217391,66.02148837,69.02246512,64.26558065,61.25435622,68.23651852,70.31251376,62.78016667,66.38822222,72.22409756,72.99243902,63.91178378,72.99243902,66.39860234,68.7026755,66.39860234
186,72.72391304,72.26448905,63.26980435,63.26980435,65.45152174,66.72190698,69.75472093,64.11369355,63.01267382,67.65386574,71.7639633,65.36224074,69.11869136,67.50632927,68.22448171,63.69654054,68.22448171,68.30055556,68.6533245,68.30055556
187,75.05652174,68.55047445,65.29917391,65.29917391,67.55086957,63.66339535,66.55718605,63.91291129,60.8635794,67.62900926,71.09812844,65.47340741,69.23624691,70.71436585,71.46664634,66.94897297,71.46664634,69.40479532,69.34728477,69.40479532
